,qmof_id,pld,density,volume,ddec_charge_i,ddec_charge_j,distance,atom_i,atom_j,V
308479,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.616705,-0.595322,14.545431,O,O,-0.0438
308481,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.616705,-0.469769,14.743503,O,O,-0.0381
308482,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.616705,-0.613163,14.837399,O,O,0.0398
308483,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.616705,-0.433009,15.121038,O,O,-0.0329
308484,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.616705,-0.629316,15.435156,O,O,0.033
308485,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.616705,-0.441365,15.536141,O,O,-0.049
308486,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.616705,-0.439172,15.781936,O,O,0.0719
308489,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.616705,-0.456833,16.053407,O,O,-0.0123
308490,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.616705,-0.462239,16.146441,O,O,0.0173
308496,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.614265,-0.599037,4.284433,O,O,0.0786
308497,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.614265,-0.424457,4.929097,O,O,-0.0751
308502,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.614265,2.370021,6.866404,O,Zr,0.0148
308504,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.614265,-1.150804,7.681136,O,O,0.1132
308505,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.614265,-1.06953,7.931282,O,O,0.1038
308506,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.614265,-0.604163,8.003092,O,O,-0.0498
308507,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.614265,-0.619799,8.189038,O,O,-0.0507
308509,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.614265,-0.424469,8.45199,O,O,0.1079
308510,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.614265,-0.616705,8.461518,O,O,-0.0317
308511,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.614265,-0.606317,8.492029,O,O,-0.044
308512,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.614265,2.385289,8.963924,O,Zr,0.0172
308513,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.614265,-1.150439,9.144554,O,O,0.018
308515,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.614265,-0.585142,9.44078,O,O,0.0378
308516,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.614265,-0.597542,9.80465,O,O,0.0334
308518,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.614265,-1.14961,10.504916,O,O,-0.0139
308520,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.614265,-0.59419,10.75024,O,O,-0.0158
308522,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.614265,-0.443208,11.48334,O,O,-0.0133
308523,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.614265,-1.071998,11.709434,O,O,-0.0188
308524,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.614265,2.363731,12.014126,O,Zr,-0.0221
308525,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.614265,-0.613163,12.16106,O,O,0.0198
308526,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.614265,-0.583449,12.263564,O,O,0.0189
308527,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.614265,-0.470585,12.629301,O,O,-0.0309
308528,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.614265,-0.459711,12.733754,O,O,0.0587
308529,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.614265,-0.462304,12.783181,O,O,-0.0187
308530,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.614265,-0.443232,12.86455,O,O,0.0151
308531,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.614265,-0.629427,12.886678,O,O,-0.0109
308532,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.614265,-0.619085,12.910502,O,O,-0.0107
308533,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.614265,-0.629316,12.939397,O,O,-0.0114
308534,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.614265,-0.606234,12.980423,O,O,-0.013
308535,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.614265,-0.433009,13.15491,O,O,-0.0313
308537,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.614265,-0.425457,14.195107,O,O,-0.0238
308539,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.614265,-0.612794,14.464766,O,O,-0.0399
308540,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.614265,-0.60575,14.550017,O,O,-0.037
308541,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.614265,-0.595322,14.764045,O,O,0.0422
308542,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.614265,-0.447044,15.065052,O,O,0.0164
308543,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.614265,-0.40316,15.134357,O,O,-0.0267
308545,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.614265,-0.462239,15.307517,O,O,-0.0159
308546,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.614265,-0.615815,15.397948,O,O,0.0372
308547,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.614265,-0.463003,15.546677,O,O,0.0144
308548,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.614265,0.431958,15.838709,O,O,0.0298
308549,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.614265,-0.456833,15.858804,O,O,0.0743
308550,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.614265,-0.439172,16.272849,O,O,-0.0106
308551,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.614265,-0.433244,16.359385,O,O,-0.0192
308552,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.614265,-0.42192,16.542543,O,O,0.0123
308553,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.614265,-0.434777,16.755659,O,O,0.0117
308558,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.613524,-0.598384,4.282348,O,O,0.0983
308559,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.613524,-0.459067,4.91338,O,O,-0.0707
308564,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.613524,2.370021,6.888386,O,Zr,0.0379
308566,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.613524,-1.14961,7.73017,O,O,0.1118
308567,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.613524,-1.071998,7.901443,O,O,0.1088
308568,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.613524,-0.606234,7.990543,O,O,-0.0477
308569,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.613524,-0.616705,8.173203,O,O,-0.0398
308570,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.613524,-0.619799,8.347597,O,O,-0.0298
308572,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.613524,-0.629427,8.520833,O,O,-0.053
308573,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.613524,-0.456833,8.527812,O,O,0.1081
308574,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.613524,2.363179,8.963557,O,Zr,0.0301
308575,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.613524,-0.45927,9.16636,O,O,0.0233
308576,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.613524,2.385289,9.176519,O,Zr,0.0106
308577,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.613524,-0.597542,9.246724,O,O,0.045
308578,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.613524,-0.585142,9.679336,O,O,0.0344
308579,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.613524,-1.07139,9.821773,O,O,0.0142
308580,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.613524,-0.443208,10.377387,O,O,-0.0258
308581,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.613524,-1.150804,10.519308,O,O,-0.0102
308583,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.613524,-0.595322,10.796386,O,O,-0.0164
308585,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.613524,-1.06953,11.738129,O,O,-0.0169
308586,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.613524,-0.583449,11.99012,O,O,0.021
308587,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.613524,-0.59783,12.030619,O,Zr,-0.0195
308588,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.613524,-0.462239,12.07532,O,O,-0.0247
308589,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.613524,-0.613163,12.115643,O,O,0.0233
308590,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.613524,-0.470585,12.61396,O,O,0.0556
308591,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.613524,-0.459711,12.668811,O,O,-0.0286
308592,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.613524,-0.619085,12.836169,O,O,-0.019
308594,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.613524,-0.604163,12.967875,O,O,-0.0125
308595,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.613524,-0.629316,13.031225,O,O,-0.0123
308596,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.613524,-0.433244,13.365479,O,O,-0.037
308597,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.613524,-0.41703,13.485492,O,O,-0.0228
308599,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.613524,-0.447044,13.580224,O,O,0.0109
308601,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.613524,0.431958,13.759906,O,O,-0.0191
308602,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.613524,-0.421464,14.443803,O,O,-0.0214
308603,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.613524,-0.614402,14.474975,O,O,-0.039
308604,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.613524,-0.613468,14.55953,O,O,-0.0378
308605,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.613524,-0.59419,14.800027,O,O,0.0404
308607,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.613524,-1.069944,15.416004,O,O,0.0377
308608,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.613524,-0.462304,15.704718,O,O,-0.011
308609,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.613524,-0.424469,15.803426,O,O,0.054
308610,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.613524,-0.42192,16.093678,O,O,0.0125
308612,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.613524,-0.433009,16.680569,O,O,-0.0223
308614,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.613524,-0.463003,17.389599,O,O,0.0138
308615,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.613524,-0.443232,17.475087,O,O,0.0125
308620,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.615815,-0.595322,4.280677,O,O,0.0957
308621,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.615815,-0.456833,4.901561,O,O,-0.0688
308626,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.615815,2.384811,6.874832,O,Zr,0.0248
308628,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.615815,-1.150439,7.733502,O,O,0.1124
308629,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.615815,-1.149743,7.908233,O,O,0.1059
308630,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.615815,-0.629427,8.045466,O,O,-0.055
308631,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.615815,-0.629316,8.160215,O,O,-0.0433
308632,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.615815,-0.619085,8.350371,O,O,-0.0321
308634,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.615815,-0.606234,8.529411,O,O,-0.0458
308635,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.615815,-0.459067,8.567252,O,O,0.1062
308636,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.615815,2.385289,8.955854,O,Zr,0.0185
308637,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.615815,-1.150804,9.162389,O,O,0.0196
308638,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.615815,-0.613163,9.168716,O,O,0.0437
308640,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.615815,-0.583449,9.674684,O,O,0.0328
308642,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.615815,-0.439172,10.495994,O,O,-0.0235
308643,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.615815,-0.45927,10.51503,O,O,-0.0142
308645,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.615815,-0.598384,10.790336,O,O,-0.017
308647,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.615815,-1.07139,11.743209,O,O,-0.0174
308648,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.615815,-0.59783,12.019223,O,Zr,-0.0213
308649,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.615815,-0.585142,12.023687,O,O,0.0186
308650,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.615815,-0.597542,12.169327,O,O,0.0214
308651,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.615815,-0.433244,12.218055,O,O,-0.0251
308652,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.615815,-0.441365,12.632474,O,O,0.0592
308653,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.615815,-0.469769,12.715064,O,O,-0.0297
308654,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.615815,-0.604163,12.85372,O,O,-0.0131
308655,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.615815,-0.619799,12.8539,O,O,-0.0168
308656,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.615815,-0.606317,12.963551,O,O,-0.0128
308657,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.615815,-0.616705,13.035733,O,O,-0.0118
308658,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.615815,-0.462239,13.412379,O,O,-0.0372
308661,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.615815,-0.421464,13.584778,O,O,-0.0226
308662,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.615815,-0.463003,13.71182,O,O,0.0119
308663,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.615815,-0.443232,13.923654,O,O,-0.0197
308665,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.615815,-0.613468,14.447981,O,O,-0.0407
308666,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.615815,-0.41703,14.541624,O,O,-0.0224
308667,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.615815,-0.614402,14.55781,O,O,-0.0382
308668,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.615815,-0.599037,14.806245,O,O,0.0404
308669,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.615815,-0.433009,15.304492,O,O,-0.0181
308670,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.615815,-0.614265,15.397948,O,O,0.0372
308671,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.615815,-0.424457,15.81048,O,O,0.0752
308672,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.615815,-0.462304,16.133335,O,O,-0.0162
308674,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.615815,-0.42192,16.7331,O,O,0.013
308676,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.615815,0.431958,17.040468,O,O,0.013
308677,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.615815,-0.447044,17.193518,O,O,0.0137
308682,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.069944,-0.59419,4.282829,O,O,0.0833
308683,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.069944,-0.424469,4.933832,O,O,-0.0727
308688,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.069944,2.384811,6.862298,O,Zr,0.0231
308690,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.069944,-0.45927,7.698167,O,O,0.1132
308691,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.069944,-1.07139,7.953555,O,O,0.1033
308692,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.069944,-0.606317,7.994711,O,O,-0.0532
308693,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.069944,-0.619085,8.182713,O,O,-0.0488
308695,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.069944,-0.424457,8.417982,O,O,0.1099
308696,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.069944,-0.629316,8.418914,O,O,-0.0308
308697,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.069944,-0.604163,8.490148,O,O,-0.0444
308698,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.069944,2.363179,8.991195,O,Zr,0.017
308699,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.069944,-1.14961,9.144378,O,O,0.0204
308701,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.069944,-0.583449,9.497108,O,O,0.0374
308702,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.069944,-0.613163,9.820711,O,O,0.0338
308704,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.069944,-1.150439,10.525025,O,O,-0.0135
308706,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.069944,-0.599037,10.763075,O,O,-0.0177
308708,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.069944,-0.439172,11.311498,O,O,-0.016
308709,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.069944,-1.149743,11.723216,O,O,-0.0174
308710,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.069944,2.363731,12.021835,O,Zr,-0.0217
308711,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.069944,-0.433009,12.099091,O,O,-0.0196
308712,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.069944,-0.597542,12.162528,O,O,0.0203
308713,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.069944,-0.585142,12.268659,O,O,0.0199
308714,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.069944,0.431958,12.463276,O,O,0.0158
308715,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.069944,-0.441365,12.591948,O,O,-0.0313
308716,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.069944,-0.469769,12.755388,O,O,0.0592
308717,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.069944,-0.606234,12.918411,O,O,-0.0118
308718,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.069944,-0.619799,12.951526,O,O,-0.011
308719,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.069944,-0.616705,12.982598,O,O,-0.0116
308720,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.069944,-0.629427,13.004275,O,O,-0.0131
308721,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.069944,-0.462304,13.156162,O,O,-0.0306
308722,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.069944,-0.40316,13.523961,O,O,-0.0249
308724,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.069944,-0.60575,14.478698,O,O,-0.0399
308725,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.069944,-0.612794,14.523062,O,O,-0.0374
308727,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.069944,-0.598384,14.779432,O,O,0.043
308728,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.069944,-0.463003,14.87355,O,O,0.0152
308729,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.069944,-0.425457,14.998006,O,O,-0.023
308730,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.069944,-0.447044,15.228405,O,O,0.0152
308732,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.069944,-0.433244,15.411046,O,O,-0.0155
308733,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.069944,-0.613524,15.416004,O,O,0.0377
308734,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.069944,-0.434777,15.659732,O,O,0.0132
308735,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.069944,-0.459067,15.873485,O,O,0.0745
308736,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.069944,-0.443232,16.039241,O,O,0.0299
308737,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.069944,-0.443208,16.050571,O,O,-0.0122
308738,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.069944,-0.462239,16.384392,O,O,-0.0213
308739,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.069944,-0.42192,16.466639,O,O,0.0101
308755,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.07139,-1.149743,7.547879,O,O,0.0699
308756,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.07139,-1.071998,7.557542,O,O,0.0555
308757,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.07139,-1.06953,7.571985,O,O,0.0514
308758,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.07139,-0.619799,7.879286,O,O,0.1085
308759,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.07139,-0.606234,7.907941,O,O,0.1187
308760,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.07139,-1.069944,7.953555,O,O,0.1033
308761,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.07139,-0.598384,7.975324,O,O,0.1167
308763,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.07139,-0.613468,8.049207,O,O,0.1028
308764,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.07139,-0.583449,8.148206,O,O,0.1043
308768,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.07139,-0.462304,9.377765,O,O,0.0337
308772,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.07139,-0.59419,9.757514,O,O,0.0104
308774,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.07139,-0.613524,9.821773,O,O,0.0142
308777,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.07139,-0.424469,11.023843,O,O,0.0273
308778,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.07139,-0.629427,11.6851,O,O,-0.0177
308779,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.07139,-0.629316,11.700769,O,O,-0.0169
308780,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.07139,-0.612794,11.71165,O,O,-0.0159
308781,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.07139,-0.595322,11.739612,O,O,-0.0157
308782,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.07139,-0.615815,11.743209,O,O,-0.0174
308783,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.07139,-0.613163,11.784645,O,O,-0.0169
308785,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.07139,-0.41703,12.349386,O,O,0.0215
308786,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.07139,-0.433244,12.35712,O,O,0.012
308787,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.07139,-0.441365,13.068502,O,O,-0.0284
308788,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.07139,-0.447044,13.148972,O,O,-0.0322
308792,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.07139,-0.433009,15.019855,O,O,0.0162
308795,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.07139,-0.462239,15.78862,O,O,-0.0133
308797,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.07139,-0.434777,15.935012,O,O,0.013
308798,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.07139,-0.443232,15.998713,O,O,0.0175
308817,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.06953,-1.071998,7.540531,O,O,0.0512
308818,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.06953,-1.149743,7.558067,O,O,0.0584
308819,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.06953,-1.07139,7.571985,O,O,0.0514
308820,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.06953,-0.619085,7.884887,O,O,0.1088
308821,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.06953,-0.614265,7.931282,O,O,0.1038
308822,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.06953,-0.629427,7.932726,O,O,0.1151
308823,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.06953,-0.595322,7.972165,O,O,0.1158
308825,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.06953,-0.614402,8.038004,O,O,0.1023
308826,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.06953,-0.585142,8.167917,O,O,0.1058
308830,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.06953,-0.433009,8.809866,O,O,0.0334
