,qmof_id,pld,density,volume,ddec_charge_i,ddec_charge_j,distance,atom_i,atom_j,V
119939,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292275,-0.39076,18.543815,Cl,O,0.0264
119940,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292275,-0.288016,19.078505,Cl,Cl,-0.0684
119941,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292275,-0.38545,19.193041,Cl,O,-0.0337
119942,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292275,-0.287989,19.922472,Cl,Cl,0.0322
119948,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292336,0.614937,6.754795,Cl,Re,-0.131
119950,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292336,-0.40696,7.638123,Cl,O,0.0843
119953,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292336,-0.292296,9.440499,Cl,Cl,-0.0543
119954,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292336,-0.384748,9.663964,Cl,O,0.039
119956,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292336,-0.407006,10.515039,Cl,O,-0.0626
119957,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292336,-0.384762,11.866383,Cl,O,0.0242
119960,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292336,-0.287989,12.671235,Cl,Cl,-0.1837
119961,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292336,0.07863,12.804686,Cl,O,0.0595
119963,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292336,0.614818,12.850861,Cl,Re,-0.0513
119964,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292336,-0.292616,13.390468,Cl,Cl,-0.0592
119966,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292336,-0.384785,14.093214,Cl,O,-0.0427
119967,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292336,-0.287964,14.188803,Cl,Re,0.0305
119968,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292336,-0.29496,14.766762,Cl,Cl,-0.097
119969,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292336,-0.407005,15.037583,Cl,O,-0.0151
119970,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292336,-0.390559,15.523943,Cl,O,0.0377
119971,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292336,-0.292586,15.658751,Cl,Cl,-0.0706
119972,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292336,-0.385292,15.693405,Cl,O,0.0101
119974,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292336,-0.406988,16.862328,Cl,O,-0.0258
119976,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292336,-0.292275,17.263258,Cl,Cl,-0.0656
119977,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292336,-0.288019,17.297118,Cl,Cl,0.02
119978,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292336,-0.3906,17.760589,Cl,O,0.0153
119979,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292336,0.615066,17.877816,Cl,Re,-0.0303
119980,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292336,-0.295012,18.468479,Cl,Cl,-0.0651
119981,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292336,-0.384733,18.998568,Cl,O,-0.0238
119988,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292275,0.614816,6.754714,Cl,Re,-0.131
119990,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292275,-0.407005,7.638047,Cl,O,0.0843
119993,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292275,-0.295012,9.440438,Cl,Cl,-0.0543
119994,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292275,-0.384762,9.66401,Cl,O,0.039
119996,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292275,0.07863,10.515101,Cl,O,-0.0626
119997,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292275,-0.384748,11.866451,Cl,O,0.0242
120000,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292275,-0.292275,12.671594,Cl,Cl,-0.1837
120001,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292275,-0.407006,12.804899,Cl,O,0.0595
120003,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292275,-0.287964,12.85077,Cl,Re,-0.0513
120004,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292275,-0.385313,13.390477,Cl,Cl,-0.0592
120006,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292275,-0.390559,14.093177,Cl,O,-0.0427
120007,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292275,0.614818,14.188929,Cl,Re,0.0305
120008,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292275,-0.292616,14.767204,Cl,Cl,-0.097
120009,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292275,-0.40696,15.037471,Cl,O,-0.0151
120010,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292275,-0.384785,15.524097,Cl,O,0.0377
120011,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292275,-0.292625,15.65901,Cl,Cl,-0.0706
120012,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292275,-0.38545,15.693501,Cl,O,0.0101
120014,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292275,-0.39076,16.862557,Cl,O,-0.0258
120016,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292275,-0.287989,17.263104,Cl,Cl,-0.0656
120017,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292275,-0.288016,17.297163,Cl,Cl,0.02
120018,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292275,-0.390702,17.760521,Cl,O,0.0153
120019,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292275,0.614702,17.878033,Cl,Re,-0.0303
120020,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292275,-0.292296,18.468349,Cl,Cl,-0.0651
120021,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292275,-0.38548,18.99871,Cl,O,-0.0238
120028,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292296,0.614818,6.754691,Cl,Re,-0.131
120030,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292296,-0.407006,7.638093,Cl,O,0.0843
120033,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292296,-0.292336,9.440499,Cl,Cl,-0.0543
120034,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292296,-0.384785,9.663947,Cl,O,0.039
120036,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292296,-0.40696,10.514967,Cl,O,-0.0626
120037,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292296,-0.390559,11.866338,Cl,O,0.0242
120040,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292296,-0.288016,12.671275,Cl,Cl,-0.1837
120041,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292296,-0.407005,12.804656,Cl,O,0.0595
120043,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292296,0.614937,12.850886,Cl,Re,-0.0513
120044,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292296,-0.292625,13.390412,Cl,Cl,-0.0592
120046,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292296,-0.384748,14.093161,Cl,O,-0.0427
120047,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292296,0.614816,14.188701,Cl,Re,0.0305
120048,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292296,-0.29496,14.766872,Cl,Cl,-0.097
120049,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292296,0.07863,15.037593,Cl,O,-0.0151
120050,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292296,-0.384762,15.524014,Cl,O,0.0377
120051,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292296,-0.385313,15.659061,Cl,Cl,-0.0706
120052,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292296,-0.384733,15.693359,Cl,O,0.0101
120054,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292296,-0.3906,16.862302,Cl,O,-0.0258
120056,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292296,-0.288019,17.263404,Cl,Cl,-0.0656
120057,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292296,-0.292275,17.29728,Cl,Cl,0.02
120058,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292296,-0.406988,17.760565,Cl,O,0.0153
120059,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292296,0.614685,17.877709,Cl,Re,-0.0303
120060,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292296,-0.292275,18.468349,Cl,Cl,-0.0651
120061,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292296,-0.385292,18.998581,Cl,O,-0.0238
120068,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.295012,-0.287964,6.754633,Cl,Re,-0.131
120070,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.295012,0.07863,7.638092,Cl,O,0.0843
120073,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.295012,-0.292275,9.440438,Cl,Cl,-0.0543
120074,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.295012,-0.390559,9.664,Cl,O,0.039
120076,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.295012,-0.407005,10.514985,Cl,O,-0.0626
120077,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.295012,-0.384785,11.866671,Cl,O,0.0242
120080,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.295012,-0.288019,12.671219,Cl,Cl,-0.1837
120081,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.295012,-0.40696,12.804687,Cl,O,0.0595
120083,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.295012,0.614816,12.850785,Cl,Re,-0.0513
120084,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.295012,-0.292586,13.390487,Cl,Cl,-0.0592
120086,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.295012,-0.384762,14.093121,Cl,O,-0.0427
120087,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.295012,0.614937,14.188486,Cl,Re,0.0305
120088,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.295012,-0.294956,14.766959,Cl,Cl,-0.097
120089,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.295012,-0.407006,15.037637,Cl,O,-0.0151
120090,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.295012,-0.384748,15.523991,Cl,O,0.0377
120091,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.295012,-0.292616,15.659221,Cl,Cl,-0.0706
120092,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.295012,-0.38548,15.693686,Cl,O,0.0101
120094,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.295012,-0.390702,16.862367,Cl,O,-0.0258
120096,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.295012,-0.288016,17.263444,Cl,Cl,-0.0656
120097,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.295012,-0.287989,17.297554,Cl,Cl,0.02
120098,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.295012,-0.39076,17.76071,Cl,O,0.0153
120099,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.295012,0.614745,17.877508,Cl,Re,-0.0303
120100,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.295012,-0.292336,18.468479,Cl,Cl,-0.0651
120101,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.295012,-0.38545,18.998595,Cl,O,-0.0238
120108,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.29496,0.614745,6.758482,Cl,Re,-0.1315
120109,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.29496,-0.38545,7.785719,Cl,O,0.071
120111,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.29496,-0.292586,8.466784,Cl,Cl,0.1474
120112,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.29496,-0.384762,8.860464,Cl,O,0.0579
120114,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.29496,-0.390702,9.707265,Cl,O,0.0478
120115,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.29496,-0.287989,10.471438,Cl,Cl,-0.0685
120116,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.29496,-0.38548,10.827889,Cl,O,0.0761
120117,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.29496,-0.385292,11.57084,Cl,O,-0.0316
120121,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.29496,-0.407005,12.566633,Cl,O,-0.03
120122,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.29496,-0.294956,13.00648,Cl,Cl,-0.0414
120123,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.29496,-0.292275,13.810944,Cl,Cl,0.051
120124,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.29496,0.614685,14.381848,Cl,Re,-0.0182
120126,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.29496,-0.3906,14.503992,Cl,O,-0.0151
120128,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.29496,-0.292296,14.766872,Cl,Cl,-0.097
120129,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.29496,-0.288019,15.365436,Cl,Cl,-0.0371
120130,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.29496,-0.29496,15.711174,Cl,Cl,-0.0284
120131,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.29496,0.614818,15.727547,Cl,Re,-0.0117
120132,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.29496,-0.406988,15.768201,Cl,O,0.038
120134,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.29496,-0.384733,16.958029,Cl,O,0.0376
120135,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.29496,0.615066,16.981439,Cl,Re,0.0294
120136,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.29496,-0.385313,17.240355,Cl,Cl,-0.0553
120138,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.29496,-0.292616,18.852102,Cl,Cl,-0.016
120139,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.29496,-0.292616,19.274319,Cl,Cl,-0.0336
120140,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.29496,-0.287964,19.47159,Cl,Re,-0.0282
120141,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.29496,0.07863,19.483509,Cl,O,-0.0324
120142,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.29496,-0.390559,20.41162,Cl,O,-0.0277
120148,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.294956,0.614685,6.758596,Cl,Re,-0.1315
120149,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.294956,-0.385292,7.785665,Cl,O,0.071
120151,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.294956,-0.292625,8.466459,Cl,Cl,0.1474
120152,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.294956,-0.384748,8.860629,Cl,O,0.0579
120154,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.294956,-0.3906,9.70721,Cl,O,0.0478
120155,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.294956,-0.292275,10.471623,Cl,Cl,-0.0685
120156,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.294956,-0.384733,10.828173,Cl,O,0.0761
120157,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.294956,-0.38545,11.571068,Cl,O,-0.0316
120161,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.294956,-0.40696,12.566763,Cl,O,-0.03
120162,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.294956,-0.29496,13.00648,Cl,Cl,-0.0414
120163,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.294956,-0.287989,13.810904,Cl,Cl,0.051
120164,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.294956,0.614745,14.381928,Cl,Re,-0.0182
120166,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.294956,-0.390702,14.504217,Cl,O,-0.0151
120168,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.294956,-0.295012,14.766959,Cl,Cl,-0.097
120169,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.294956,-0.288016,15.365146,Cl,Cl,-0.0371
120170,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.294956,-0.292616,15.711437,Cl,Cl,-0.0284
120171,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.294956,-0.287964,15.727746,Cl,Re,-0.0117
120172,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.294956,-0.39076,15.767945,Cl,O,0.038
120174,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.294956,-0.38548,16.957818,Cl,O,0.0376
120175,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.294956,0.614702,16.981338,Cl,Re,0.0294
120176,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.294956,-0.292616,17.240429,Cl,Cl,-0.0553
120178,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.294956,-0.385313,18.852381,Cl,Cl,-0.016
120179,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.294956,-0.29496,19.274313,Cl,Cl,-0.0336
120180,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.294956,0.614818,19.471584,Cl,Re,-0.0282
120181,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.294956,-0.407006,19.483152,Cl,O,-0.0324
120182,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.294956,-0.384785,20.411358,Cl,O,-0.0277
120188,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.29496,0.614702,6.758572,Cl,Re,-0.1315
120189,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.29496,-0.38548,7.785598,Cl,O,0.071
120191,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.29496,-0.385313,8.46673,Cl,Cl,0.1474
120192,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.29496,-0.390559,8.86047,Cl,O,0.0579
120194,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.29496,-0.39076,9.707166,Cl,O,0.0478
120195,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.29496,-0.288016,10.471346,Cl,Cl,-0.0685
120196,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.29496,-0.38545,10.827675,Cl,O,0.0761
120197,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.29496,-0.384733,11.570839,Cl,O,-0.0316
120201,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.29496,0.07863,12.566652,Cl,O,-0.03
120202,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.29496,-0.292616,13.006715,Cl,Cl,-0.0414
120203,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.29496,-0.288019,13.811107,Cl,Cl,0.051
120204,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.29496,0.615066,14.381938,Cl,Re,-0.0182
120206,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.29496,-0.406988,14.504054,Cl,O,-0.0151
120208,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.29496,-0.292336,14.766762,Cl,Cl,-0.097
120209,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.29496,-0.292275,15.365537,Cl,Cl,-0.0371
120210,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.29496,-0.29496,15.711174,Cl,Cl,-0.0284
120211,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.29496,0.614937,15.727613,Cl,Re,-0.0117
120212,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.29496,-0.3906,15.768314,Cl,O,0.038
120214,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.29496,-0.385292,16.958023,Cl,O,0.0376
120215,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.29496,0.614685,16.981607,Cl,Re,0.0294
120216,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.29496,-0.292586,17.239991,Cl,Cl,-0.0553
120218,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.29496,-0.292625,18.852089,Cl,Cl,-0.016
120219,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.29496,-0.294956,19.274313,Cl,Cl,-0.0336
120220,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.29496,0.614816,19.471369,Cl,Re,-0.0282
120221,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.29496,-0.407005,19.483594,Cl,O,-0.0324
120222,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.29496,-0.384762,20.41161,Cl,O,-0.0277
120228,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292616,0.615066,6.758671,Cl,Re,-0.1315
120229,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292616,-0.384733,7.78564,Cl,O,0.071
120231,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292616,-0.292616,8.466687,Cl,Cl,0.1474
120232,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292616,-0.384785,8.860664,Cl,O,0.0579
120234,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292616,-0.406988,9.707281,Cl,O,0.0478
120235,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292616,-0.288019,10.47158,Cl,Cl,-0.0685
120236,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292616,-0.385292,10.827952,Cl,O,0.0761
120237,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292616,-0.38548,11.571083,Cl,O,-0.0316
120241,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292616,-0.407006,12.566693,Cl,O,-0.03
120242,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292616,-0.29496,13.006715,Cl,Cl,-0.0414
120243,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292616,-0.288016,13.81119,Cl,Cl,0.051
120244,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292616,0.614702,14.382119,Cl,Re,-0.0182
120246,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292616,-0.39076,14.504175,Cl,O,-0.0151
120248,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292616,-0.292275,14.767204,Cl,Cl,-0.097
120249,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292616,-0.287989,15.365383,Cl,Cl,-0.0371
120250,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292616,-0.294956,15.711437,Cl,Cl,-0.0284
120251,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292616,0.614816,15.727667,Cl,Re,-0.0117
120252,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292616,-0.390702,15.767996,Cl,O,0.038
120254,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292616,-0.38545,16.95782,Cl,O,0.0376
120255,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292616,0.614745,16.981772,Cl,Re,0.0294
120256,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292616,-0.292625,17.240161,Cl,Cl,-0.0553
120258,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292616,-0.292586,18.852358,Cl,Cl,-0.016
120259,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292616,-0.29496,19.274319,Cl,Cl,-0.0336
